Submission ID,Respondent ID,Submitted at,Loan Id,"Using a scale from 0 (not likely) to 10 (very likely), how likely are you to recommend MoPhones to friends or family?",What is the main reason for your score?,What is one thing we could do to improve your experience with us?,Are you happy with the quality and performance of your MoPhones device?,Are you happy with the service and support provided by MoPhones?,Have you ever experienced a delay in your payment reflecting in your Mophones account?,Have you ever had difficulty getting assistance from MoPhones customer support when needed?,(If Yes) – Please describe the challenge you faced and how we can improve your experience.,Have you experienced any battery-related issues with your MoPhones device?,Have you used the MoPhones app (MoApp) to manage your account or make payments?,Which communication channel do you prefer when contacting MoPhones for inquiries or support?,Have you ever had your phone lock despite making a payment on time?,Any other Feedback?,nps_score,nps_group,LOAN_ID,REPORTING_DATE,delta_days,ACCOUNT_STATUS,DAYS_PAST_DUE,ARREARS_PROXY,BALANCE,AGE_BAND,INCOME_BAND,GENDER
81e7BJO,kLy7VR,2025/07/22 19:57,reczW3g2KWVN3r81r,2,,,No,No,No,Yes,I requested for galaxy a42 8/128 gb but I was provided with a42 4/ 128...I am disappointed and I might not commit myself if this issue is not solved,No,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,No,Take this phone and send me the one I order.ory should be 8/ 128 not this 2~4/128. I nolonger need it due to work load I have for the device.,2,Detractor,reczW3g2KWVN3r81r,2025/09/30,70,arrears,59,0,37892,,"50,000–99,999",Male
81e7BJO,kLy7VR,2025/07/22 19:57,reczW3g2KWVN3r81r,2,,,No,No,No,Yes,I requested for galaxy a42 8/128 gb but I was provided with a42 4/ 128...I am disappointed and I might not commit myself if this issue is not solved,No,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,No,Take this phone and send me the one I order.ory should be 8/ 128 not this 2~4/128. I nolonger need it due to work load I have for the device.,2,Detractor,reczW3g2KWVN3r81r,2025/09/30,70,arrears,59,0,37892,,"50,000–99,999",Male
81e7BJO,kLy7VR,2025/07/22 19:57,reczW3g2KWVN3r81r,2,,,No,No,No,Yes,I requested for galaxy a42 8/128 gb but I was provided with a42 4/ 128...I am disappointed and I might not commit myself if this issue is not solved,No,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,No,Take this phone and send me the one I order.ory should be 8/ 128 not this 2~4/128. I nolonger need it due to work load I have for the device.,2,Detractor,reczW3g2KWVN3r81r,2025/09/30,70,arrears,59,0,37892,,"50,000–99,999",Male
81e7BJO,kLy7VR,2025/07/22 19:57,reczW3g2KWVN3r81r,2,,,No,No,No,Yes,I requested for galaxy a42 8/128 gb but I was provided with a42 4/ 128...I am disappointed and I might not commit myself if this issue is not solved,No,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,No,Take this phone and send me the one I order.ory should be 8/ 128 not this 2~4/128. I nolonger need it due to work load I have for the device.,2,Detractor,reczW3g2KWVN3r81r,2025/09/30,70,arrears,59,0,37892,,"50,000–99,999",Male
81e7d0A,EpXzzX,2025/07/22 17:13,recn2WvKiTKN0307m,9,,,Yes,Yes,Yes,No,No,Yes,"Yes, and I am satisfied with the MoApp",MoPhones App,No,,9,Promoter,recn2WvKiTKN0307m,2025/06/30,22,arrears,43,0,49750,,"Below 5,000",Male
81eOABo,oJMKzO,2025/07/22 14:19,recTC3h1QVw7znSTt,10,,,Yes,Yes,Yes,No,No,No,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,No,,10,Promoter,recTC3h1QVw7znSTt,2025/06/30,22,current,0,120,45020,,"100,000–149,999",Male
81eOABo,oJMKzO,2025/07/22 14:19,recTC3h1QVw7znSTt,10,,,Yes,Yes,Yes,No,No,No,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,No,,10,Promoter,recTC3h1QVw7znSTt,2025/06/30,22,current,0,120,45020,,"100,000–149,999",Male
81eOAWO,BvkAL1,2025/07/22 14:18,recQabJPcwHQ6YrAW,10,,,Yes,Yes,No,No,No,No,"Yes, and I am satisfied with the MoApp",MoPhones App,No,Amazing services,10,Promoter,recQabJPcwHQ6YrAW,2025/06/30,22,current,0,0,47580,,"10,000–19,999",
81eOD1P,xGaBBy,2025/07/22 15:22,reclab5GxnkrBcn3r,10,,,Yes,Yes,No,Yes,Getting through to an Agent in your call center is very difficult. You meed to add more splits in it.,No,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,No,Just improve on the call center,10,Promoter,reclab5GxnkrBcn3r,2025/06/30,22,arrears,88,0,25200,,"20,000–29,999",Male
81eOD1P,xGaBBy,2025/07/22 15:22,reclab5GxnkrBcn3r,10,,,Yes,Yes,No,Yes,Getting through to an Agent in your call center is very difficult. You meed to add more splits in it.,No,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,No,Just improve on the call center,10,Promoter,reclab5GxnkrBcn3r,2025/06/30,22,arrears,88,0,25200,,"20,000–29,999",Male
81eOJxz,M208XA,2025/07/22 14:06,recLIqFNZh0ptjuML,7,,,Yes,Yes,No,No,No,No,"Yes, and I am satisfied with the MoApp",MoPhones App,Yes,No,7,Passive,recLIqFNZh0ptjuML,2025/06/30,22,current,0,0,32340,,"30,000–49,999",Male
81eOJxz,M208XA,2025/07/22 14:06,recLIqFNZh0ptjuML,7,,,Yes,Yes,No,No,No,No,"Yes, and I am satisfied with the MoApp",MoPhones App,Yes,No,7,Passive,recLIqFNZh0ptjuML,2025/06/30,22,current,0,0,32340,,"30,000–49,999",Male
81eOM1Y,7Q2plz,2025/07/22 14:29,recF7r2jxgPCj4gSD,1,,,,,,,,,,,,,1,Detractor,recF7r2jxgPCj4gSD,2025/06/30,22,current,0,1080,52920,,"150,000 and above",Male
81eOM1Y,7Q2plz,2025/07/22 14:29,recF7r2jxgPCj4gSD,1,,,,,,,,,,,,,1,Detractor,recF7r2jxgPCj4gSD,2025/06/30,22,current,0,1080,52920,,"150,000 and above",Male
81eORro,EpQZrB,2025/07/22 14:29,recgJqJLD2B8VgY9k,10,,,Yes,Yes,No,No,I have never had difficulty,Yes,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,No,The only challenge I had is battery issues and screen. The technical team are already aware.,10,Promoter,recgJqJLD2B8VgY9k,2025/09/30,70,arrears,48,0,45360,,"50,000–99,999",Male
81eORro,EpQZrB,2025/07/22 14:29,recgJqJLD2B8VgY9k,10,,,Yes,Yes,No,No,I have never had difficulty,Yes,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,No,The only challenge I had is battery issues and screen. The technical team are already aware.,10,Promoter,recgJqJLD2B8VgY9k,2025/09/30,70,arrears,48,0,45360,,"50,000–99,999",Male
81eOV85,W45gQJ,2025/07/22 15:11,recSKcxGRIDmkcGfM,10,,,Yes,Yes,No,No,No,No,"Yes, and I am satisfied with the MoApp",Reach Out via a Sales Agent,No,Excellent,10,Promoter,recSKcxGRIDmkcGfM,2025/09/30,70,current,0,0,35100,,"50,000–99,999",Male
81eOV85,W45gQJ,2025/07/22 15:11,recSKcxGRIDmkcGfM,10,,,Yes,Yes,No,No,No,No,"Yes, and I am satisfied with the MoApp",Reach Out via a Sales Agent,No,Excellent,10,Promoter,recSKcxGRIDmkcGfM,2025/09/30,70,current,0,0,35100,,"50,000–99,999",Male
81eOV85,W45gQJ,2025/07/22 15:11,recSKcxGRIDmkcGfM,10,,,Yes,Yes,No,No,No,No,"Yes, and I am satisfied with the MoApp",Reach Out via a Sales Agent,No,Excellent,10,Promoter,recSKcxGRIDmkcGfM,2025/09/30,70,current,0,0,35100,,"50,000–99,999",Male
81eOV85,W45gQJ,2025/07/22 15:11,recSKcxGRIDmkcGfM,10,,,Yes,Yes,No,No,No,No,"Yes, and I am satisfied with the MoApp",Reach Out via a Sales Agent,No,Excellent,10,Promoter,recSKcxGRIDmkcGfM,2025/09/30,70,current,0,0,35100,,"50,000–99,999",Male
81eOgBO,OR5gPa,2025/07/22 15:52,recum5e009nMzR7YA,8,,,Yes,Yes,No,"No, I have never looked for customer care",My battery this is the poorest of all,Yes,"Yes, and I am satisfied with the MoApp",Free SMS – 25044,No,Am okay,8,Passive,recum5e009nMzR7YA,2025/09/30,70,current,0,250,46950,,"50,000–99,999",Male
81eOgBO,OR5gPa,2025/07/22 15:52,recum5e009nMzR7YA,8,,,Yes,Yes,No,"No, I have never looked for customer care",My battery this is the poorest of all,Yes,"Yes, and I am satisfied with the MoApp",Free SMS – 25044,No,Am okay,8,Passive,recum5e009nMzR7YA,2025/09/30,70,current,0,250,46950,,"50,000–99,999",Male
81eOgYP,22NZPg,2025/07/22 15:09,recswQbjJ4POjJ9PJ,10,,,Yes,Yes,No,No,No problem,No,"Yes, and I am satisfied with the MoApp",MoPhones App,No,No other feedback,10,Promoter,recswQbjJ4POjJ9PJ,2025/06/30,22,current,0,0,33880,,"10,000–19,999",Male
81g7GDY,xAyag5,2025/12/03 07:35,recSOSoOxbBvjA3M5,10,Affordable and quality services,Allowing us to be able to install some cracked apps or whitelisting some instead of having to come to the office and get them installed,,,,,,,,,,,10,Promoter,recSOSoOxbBvjA3M5,2025/12/30,27,current,0,0,14800,,"30,000–49,999",Male
81gl0dk,0Q8aNMQ,2025/12/02 14:00,recJhZZ5pUw2zTEjd,10,Very seriose people interms of business and very convinient.,Keep up the good work.,,,,,,,,,,,10,Promoter,recJhZZ5pUw2zTEjd,2025/12/30,28,current,0,0,24440,,"Below 5,000",Male
81jLE2O,xkxdz9,2025/09/08 15:20,recb9vfMdhEN6vDfY,5,,,Yes,Yes,No,No,No,,,,,,5,Detractor,recb9vfMdhEN6vDfY,2025/09/30,22,closed,0,0,0,,,Male
81jLdzk,02rQo9,2025/08/28 16:57,recEFwcFTAIhu07w1,6,,,Yes,Yes,No,Yes,"Its about my mpesa app, i have been trying to log in.my mpesa and keeps on 𝐫𝐞𝐣𝐞𝐜𝐭𝐢𝐧𝐠",Yes,"No, I have never used it",MoPhones App,No,𝐁𝐚𝐭𝐭𝐞𝐫𝐲 𝐝𝐫𝐚𝐢𝐧𝐚𝐠𝐞 𝐢𝐬 𝐭𝐨𝐨 𝐡𝐢𝐠𝐡,6,Detractor,recEFwcFTAIhu07w1,2025/09/30,33,current,0,0,49680,,"10,000–19,999",Female
81jZ1Zo,7BlEE9,2025/08/28 20:03,recHSDbtWgt7VKWqM,6,,,Yes,Yes,Yes,No,Nothing,Yes,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,Yes,After making the phone will still ask u to pay,6,Detractor,recHSDbtWgt7VKWqM,2025/09/30,33,current,0,0,24700,,"150,000 and above",Male
81jZ1Zo,7BlEE9,2025/08/28 20:03,recHSDbtWgt7VKWqM,6,,,Yes,Yes,Yes,No,Nothing,Yes,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,Yes,After making the phone will still ask u to pay,6,Detractor,recHSDbtWgt7VKWqM,2025/09/30,33,current,0,0,24700,,"150,000 and above",Male
81ja94r,rxNMBp,2025/08/28 15:39,recPJKPzEZXenqdhr,9,,,Yes,,,,,,,,,,9,Promoter,recPJKPzEZXenqdhr,2025/09/30,33,current,0,0,39400,,"30,000–49,999",Male
81jaB6k,lJGavW,2025/08/28 15:32,recfJQF17KRGBdNmF,8,,,Yes,Yes,No,No,No challenge,Yes,"Yes, but I am not satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,Yes,No,8,Passive,recfJQF17KRGBdNmF,2025/09/30,33,current,0,40,51880,,"5,000–9,999",Female
81jeOOO,Ej54B2,2025/08/30 11:44,recBJ9UNox6YKp7cq,0,,,No,No,Yes,Yes,Service should be available 24hrs,Yes,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,Yes,No,0,Detractor,recBJ9UNox6YKp7cq,2025/09/30,31,current,0,0,52480,,"100,000–149,999",Male
81jeOOO,Ej54B2,2025/08/30 11:44,recBJ9UNox6YKp7cq,0,,,No,No,Yes,Yes,Service should be available 24hrs,Yes,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,Yes,No,0,Detractor,recBJ9UNox6YKp7cq,2025/09/30,31,current,0,0,52480,,"100,000–149,999",Male
81k8Ax5,NaX8WO,2025/07/07 14:20,reclAv7nGHIK05H4I,6,,,Yes,Yes,Yes,No,I never faced any challenge before,Yes,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,No,I am satisfied,6,Detractor,reclAv7nGHIK05H4I,2025/06/30,7,current,0,0,71910,,"50,000–99,999",Male
81k8Ax5,NaX8WO,2025/07/07 14:20,reclAv7nGHIK05H4I,6,,,Yes,Yes,Yes,No,I never faced any challenge before,Yes,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,No,I am satisfied,6,Detractor,reclAv7nGHIK05H4I,2025/06/30,7,current,0,0,71910,,"50,000–99,999",Male
81k8GXr,O6XY0R,2025/07/07 13:56,recXiCjDB0jJ6TzAP,10,,,Yes,Yes,,,,,,,,,10,Promoter,recXiCjDB0jJ6TzAP,2025/06/30,7,arrears,5,0,60950,,"100,000–149,999",Male
81k8PBO,GZpJOQ,2025/07/07 14:07,rec1CjR86jpvdwu27,1,,,No,No,Yes,No,Mophone app is not working in my device,No,"Yes, but I am not satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,No,Mophones app isn't working,1,Detractor,rec1CjR86jpvdwu27,2025/06/30,7,arrears,5,0,31570,,"10,000–19,999",Male
81k8PBO,GZpJOQ,2025/07/07 14:07,rec1CjR86jpvdwu27,1,,,No,No,Yes,No,Mophone app is not working in my device,No,"Yes, but I am not satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,No,Mophones app isn't working,1,Detractor,rec1CjR86jpvdwu27,2025/06/30,7,arrears,5,0,31570,,"10,000–19,999",Male
81k8QLk,E2lX2N,2025/09/08 16:09,recMudKTz52ZXTuTq,10,,,Yes,Yes,No,No,,,,,,,10,Promoter,recMudKTz52ZXTuTq,2025/09/30,22,current,0,3500,42000,,"10,000–19,999",Female
81k8QLk,E2lX2N,2025/09/08 16:09,recMudKTz52ZXTuTq,10,,,Yes,Yes,No,No,,,,,,,10,Promoter,recMudKTz52ZXTuTq,2025/09/30,22,current,0,3500,42000,,"10,000–19,999",Female
81k8kYz,DjpeyR,2025/07/07 13:51,recurMDCOM1UsQd1T,10,,,Yes,Yes,No,No,Excellent,No,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,No,Excellent,10,Promoter,recurMDCOM1UsQd1T,2025/06/30,7,current,0,2440,54800,,"150,000 and above",Male
81k8xPx,eVr6A0,2025/09/08 15:06,recSmLIFaY0KcQl8N,,,,Yes,Yes,,,,,,,,,,Unknown,recSmLIFaY0KcQl8N,2025/09/30,22,current,0,0,31450,,"50,000–99,999",Male
81k8xPx,eVr6A0,2025/09/08 15:06,recSmLIFaY0KcQl8N,,,,Yes,Yes,,,,,,,,,,Unknown,recSmLIFaY0KcQl8N,2025/09/30,22,current,0,0,31450,,"100,000–149,999",Male
81kANBr,deOKvq,2025/07/08 09:01,recUM7aVvRvvFIyfD,6,,,No,Yes,No,"No, I have never looked for customer care",Nil,No,,,,,6,Detractor,recUM7aVvRvvFIyfD,2025/06/30,8,arrears,2,0,107000,,"100,000–149,999",Male
81kAaVl,O65WWR,2025/07/08 09:20,rechhWWi8vEzNh4X6,1,,,Yes,Yes,Yes,Yes,Nowadays this time things are very hard because of this demonstrations going on,Yes,"Yes, and I am satisfied with the MoApp",Self-Service USSD – *789*25044#,Yes,No,1,Detractor,rechhWWi8vEzNh4X6,2025/06/30,8,arrears,30,0,35420,,"10,000–19,999",Male
81kAaVl,O65WWR,2025/07/08 09:20,rechhWWi8vEzNh4X6,1,,,Yes,Yes,Yes,Yes,Nowadays this time things are very hard because of this demonstrations going on,Yes,"Yes, and I am satisfied with the MoApp",Self-Service USSD – *789*25044#,Yes,No,1,Detractor,rechhWWi8vEzNh4X6,2025/06/30,8,arrears,30,0,35420,,"5,000–9,999",Male
81kJvVl,Qb5VNX,2025/07/08 03:48,recKqkOt5ayTWUVjx,8,,,Yes,Yes,No,"No, I have never looked for customer care",,No,"Yes, and I am satisfied with the MoApp",MoPhones App,No,No,8,Passive,recKqkOt5ayTWUVjx,2025/06/30,8,current,0,0,71910,,"50,000–99,999",Female
81kP6pk,AEBdJo,2025/07/07 17:23,recdSSZnE4dZXO2oM,7,,,Yes,No,No,Yes,I have frequently asked for the issue with software updates but have always been given the wrong answer. All xde- xaa phones got their android 15 update in may 2025. Its july now and the phone states that it can verify the last update and that i need to conta t customer care. All i have got from the surpport team is just wait,No,"Yes, and I am satisfied with the MoApp",MoPhones App,No,,7,Passive,recdSSZnE4dZXO2oM,2025/06/30,7,current,0,1240,60760,,"50,000–99,999",Male
81kP6pk,AEBdJo,2025/07/07 17:23,recdSSZnE4dZXO2oM,7,,,Yes,No,No,Yes,I have frequently asked for the issue with software updates but have always been given the wrong answer. All xde- xaa phones got their android 15 update in may 2025. Its july now and the phone states that it can verify the last update and that i need to conta t customer care. All i have got from the surpport team is just wait,No,"Yes, and I am satisfied with the MoApp",MoPhones App,No,,7,Passive,recdSSZnE4dZXO2oM,2025/06/30,7,current,0,1240,60760,,"50,000–99,999",Male
81kP6pk,AEBdJo,2025/07/07 17:23,recdSSZnE4dZXO2oM,7,,,Yes,No,No,Yes,I have frequently asked for the issue with software updates but have always been given the wrong answer. All xde- xaa phones got their android 15 update in may 2025. Its july now and the phone states that it can verify the last update and that i need to conta t customer care. All i have got from the surpport team is just wait,No,"Yes, and I am satisfied with the MoApp",MoPhones App,No,,7,Passive,recdSSZnE4dZXO2oM,2025/06/30,7,current,0,1240,60760,,"50,000–99,999",Male
81kP6pk,AEBdJo,2025/07/07 17:23,recdSSZnE4dZXO2oM,7,,,Yes,No,No,Yes,I have frequently asked for the issue with software updates but have always been given the wrong answer. All xde- xaa phones got their android 15 update in may 2025. Its july now and the phone states that it can verify the last update and that i need to conta t customer care. All i have got from the surpport team is just wait,No,"Yes, and I am satisfied with the MoApp",MoPhones App,No,,7,Passive,recdSSZnE4dZXO2oM,2025/06/30,7,current,0,1240,60760,,"50,000–99,999",Male
81kPAlk,q9RAlO,2025/07/07 17:18,recnRInL4kf7fPPbf,2,,,Yes,Yes,,,,,,,,,2,Detractor,recnRInL4kf7fPPbf,2025/06/30,7,current,0,850,41650,,"5,000–9,999",Male
81kPAlk,q9RAlO,2025/07/07 17:18,recnRInL4kf7fPPbf,2,,,Yes,Yes,,,,,,,,,2,Detractor,recnRInL4kf7fPPbf,2025/06/30,7,current,0,850,41650,,"5,000–9,999",Male
81kPAlk,q9RAlO,2025/07/07 17:18,recnRInL4kf7fPPbf,2,,,Yes,Yes,,,,,,,,,2,Detractor,recnRInL4kf7fPPbf,2025/06/30,7,current,0,850,41650,,"5,000–9,999",Male
81kj7oY,E2QRxl,2025/07/08 08:26,recS26xxRDLxGS8Sf,5,,,Yes,Yes,Yes,No,When I pay it’s takes time to unlock,No,"Yes, but I am not satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,Yes,Nothing,5,Detractor,recS26xxRDLxGS8Sf,2025/06/30,8,current,0,0,89140,,"50,000–99,999",Female
81p88Nl,lJE0LV,2025/08/12 15:45,recewGpJoWwm4w7C1,8,,,Yes,Yes,No,No,No,No,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,No,,8,Passive,recewGpJoWwm4w7C1,2025/06/30,43,current,0,40,57200,,"100,000–149,999",Male
81p8ARY,EyOZ9r,2025/08/12 16:11,rech0VbnjgaZAj8Q3,10,,,Yes,Yes,No,"No, I have never looked for customer care",Why can't I pay my phone on a daily basis,No,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,No,Can I be able to pay my phone half but by the end of the week I'd have paid the full amount,10,Promoter,rech0VbnjgaZAj8Q3,2025/09/30,49,current,0,20,27040,,"100,000–149,999",Male
81p8V5P,xOW1xJ,2025/08/12 17:07,recwrXDpjjMZOaQyI,10,,,Yes,Yes,Yes,No,My phone battery doesn't run upto half a day,Yes,"Yes, and I am satisfied with the MoApp",MoPhones App,Yes,Improve on that,10,Promoter,recwrXDpjjMZOaQyI,2025/06/30,43,current,0,0,47380,,"150,000 and above",Male
81p8V5P,xOW1xJ,2025/08/12 17:07,recwrXDpjjMZOaQyI,10,,,Yes,Yes,Yes,No,My phone battery doesn't run upto half a day,Yes,"Yes, and I am satisfied with the MoApp",MoPhones App,Yes,Improve on that,10,Promoter,recwrXDpjjMZOaQyI,2025/06/30,43,current,0,0,47380,,"150,000 and above",Male
81p8Wlx,76kjEZ,2025/08/12 16:47,recS1R6hjm6dsoulZ,7,,,Yes,Yes,No,No,No,Yes,"No, I have never used it",Phone Call – +254 728 444 442 or +254 709 924 404,No,No,7,Passive,recS1R6hjm6dsoulZ,2025/09/30,49,arrears,1,0,52780,,"20,000–29,999",Female
81r8XOA,D4qJRb5,2025/10/08 16:15,recehFNrndqRAZrWB,8,"I took a phone and when I returned,later to be given another one in exchange you flatly declined .although I owe you Nil.
 But overall your services are excellent.",As stated above.,,,,,,,,,,,8,Passive,recehFNrndqRAZrWB,2025/09/30,8,default,382,0,47960,,,
81rK0RY,Y5jdgJ6,2025/10/07 17:03,recZAdXq7W0CSKRDt,10,Customer service,Online response,,,,,,,,,,,10,Promoter,recZAdXq7W0CSKRDt,2025/09/30,7,current,0,0,15470,,"100,000–149,999",Male
81rK8vl,gDb40G4,2025/10/07 15:03,recyPifUr2Bth0tqq,7,"The service are good I appreciate that, but the terms of payment doesn't agree with lipa mdogo mdogo","Change the rule of paying to own cos it doesn't favour most people, the loan can accumulate until it reaches the actual amount meaning I can't afford it now",,,,,,,,,,,7,Passive,recyPifUr2Bth0tqq,2025/09/30,7,default,493,0,38689,,,
81rKJxk,Y5jdZkq,2025/10/07 15:11,recGSlAMAUBpBlrmB,10,Honest and transparent,Sometimes your gadgets drag on internet if you can improve that will be good.,,,,,,,,,,,10,Promoter,recGSlAMAUBpBlrmB,2025/09/30,7,current,0,1230,41330,,"150,000 and above",Male
81rKPQO,A7r8dxk,2025/10/07 15:01,rec5omYUvaBtFEACn,0,Shitty and unreasonable...,Dissolve the company,,,,,,,,,,,0,Detractor,rec5omYUvaBtFEACn,2025/09/30,7,default,553,0,30560,,,
81rKevx,PVXA2x,2025/10/07 14:53,recwILBLknDQstFg7,4,it hungs alot and the customer care is unavailable,I don't know why sometimes the phone hungs too much,,,,,,,,,,,4,Detractor,recwILBLknDQstFg7,2025/09/30,7,closed,0,0,0,,,
81rKjAz,PZGlQP,2025/10/07 15:20,recgxIBSCAxDSZ5bT,0,0,"You should stop stealing from customers, after I paid 60k deposited 9k repaired screen with 12k with a balance of 8k. You asked me to cancel loan with you. Shame on mophone.",,,,,,,,,,,0,Detractor,recgxIBSCAxDSZ5bT,2025/09/30,7,default,136,0,8220,,,
81rKrYO,81Ne8Vr,2025/10/07 15:40,recQJWCGAZ7yuy0k7,8,Good customer service,Communication,,,,,,,,,,,8,Passive,recQJWCGAZ7yuy0k7,2025/09/30,7,closed,0,0,0,,,
81rKx1l,dWbPaPz,2025/10/07 14:26,recWktoSOHNHWO90M,8,,,,,,,,,,,,,8,Passive,recWktoSOHNHWO90M,2025/12/30,84,current,0,0,45360,,"50,000–99,999",Female
81rKx1l,dWbPaPz,2025/10/07 14:26,recWktoSOHNHWO90M,8,,,,,,,,,,,,,8,Passive,recWktoSOHNHWO90M,2025/12/30,84,current,0,0,45360,,"50,000–99,999",Female
81rKx1l,dWbPaPz,2025/10/07 14:26,recWktoSOHNHWO90M,8,,,,,,,,,,,,,8,Passive,recWktoSOHNHWO90M,2025/12/30,84,current,0,0,45360,,"50,000–99,999",Female
81rKx1l,dWbPaPz,2025/10/07 14:26,recWktoSOHNHWO90M,8,,,,,,,,,,,,,8,Passive,recWktoSOHNHWO90M,2025/12/30,84,current,0,0,45360,,"50,000–99,999",Female
81rKx1l,dWbPaPz,2025/10/07 14:26,recWktoSOHNHWO90M,8,,,,,,,,,,,,,8,Passive,recWktoSOHNHWO90M,2025/12/30,84,current,0,0,45360,,"50,000–99,999",Female
81rKx1l,dWbPaPz,2025/10/07 14:26,recWktoSOHNHWO90M,8,,,,,,,,,,,,,8,Passive,recWktoSOHNHWO90M,2025/12/30,84,current,0,0,45360,,"50,000–99,999",Female
81rdoPr,jaex241,2025/10/07 17:12,recJIRNmgYvRsLNab,10,Great customer service,Communication,,,,,,,,,,,10,Promoter,recJIRNmgYvRsLNab,2025/09/30,7,closed,0,0,0,,,
81re2Xx,RGWY4AP,2025/10/08 07:05,rectBzlQttCoiQ3qm,10,I deserve it,Have more branches to serve more customers,,,,,,,,,,,10,Promoter,rectBzlQttCoiQ3qm,2025/09/30,8,default,417,0,34310,,,Male
81re2Xx,RGWY4AP,2025/10/08 07:05,rectBzlQttCoiQ3qm,10,I deserve it,Have more branches to serve more customers,,,,,,,,,,,10,Promoter,rectBzlQttCoiQ3qm,2025/09/30,8,default,417,0,34310,,,Male
81re2Xx,RGWY4AP,2025/10/08 07:05,rectBzlQttCoiQ3qm,10,I deserve it,Have more branches to serve more customers,,,,,,,,,,,10,Promoter,rectBzlQttCoiQ3qm,2025/09/30,8,default,417,0,34310,,,Male
81reG2k,ODQY4jp,2025/10/08 05:38,recsYtAvnQmwIA1Vh,3,"Am very disappointed coz while checking s21plus online it uses 2 Sims, but hii iko na moja ,I wish I didn't take , I trusted you more, I didn't check the phone from the word go",I don't know what you can do,,,,,,,,,,,3,Detractor,recsYtAvnQmwIA1Vh,2025/09/30,8,current,0,0,46500,,"150,000 and above",Male
81reG2k,ODQY4jp,2025/10/08 05:38,recsYtAvnQmwIA1Vh,3,"Am very disappointed coz while checking s21plus online it uses 2 Sims, but hii iko na moja ,I wish I didn't take , I trusted you more, I didn't check the phone from the word go",I don't know what you can do,,,,,,,,,,,3,Detractor,recsYtAvnQmwIA1Vh,2025/09/30,8,current,0,0,46500,,"150,000 and above",Male
81req0z,PdRlaqB,2025/10/08 03:57,recK1SyBEhLc59pr8,9,Trustworth,Share the type of phones you have and the terms,,,,,,,,,,,9,Promoter,recK1SyBEhLc59pr8,2025/12/30,83,current,0,11200,97920,,"20,000–29,999",Male
81rjKzA,WOJe4KR,2025/10/09 09:37,recsNcXJ3gcl5Ol7m,10,Good service,Your connection,,,,,,,,,,,10,Promoter,recsNcXJ3gcl5Ol7m,2025/09/30,9,closed,0,0,0,,,
81yO6Zz,kdeDvpo,2025/11/25 01:52,rec6zeTEdUMd9rnhi,10,Faster derivery,,,,,,,,,,,,10,Promoter,rec6zeTEdUMd9rnhi,2025/12/30,35,current,0,1221,47579,,"100,000–149,999",Male
81yO6Zz,kdeDvpo,2025/11/25 01:52,rec6zeTEdUMd9rnhi,10,Faster derivery,,,,,,,,,,,,10,Promoter,rec6zeTEdUMd9rnhi,2025/12/30,35,current,0,1221,47579,,"50,000–99,999",Male
81yO6Zz,kdeDvpo,2025/11/25 01:52,rec6zeTEdUMd9rnhi,10,Faster derivery,,,,,,,,,,,,10,Promoter,rec6zeTEdUMd9rnhi,2025/12/30,35,current,0,1221,47579,,"100,000–149,999",Male
81yO6Zz,kdeDvpo,2025/11/25 01:52,rec6zeTEdUMd9rnhi,10,Faster derivery,,,,,,,,,,,,10,Promoter,rec6zeTEdUMd9rnhi,2025/12/30,35,current,0,1221,47579,,"50,000–99,999",Male
